track_uri,track_name,artist_name,artist_uri,album,track_pop,year_released,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
1qgmJ4zIuP3PX0M5Exdv98,Happy Go Lucky,Paul Hardcastle,0SgDfSfWqkZMW96aT2oQZ1,Paul Hardcastle 8,39,2018-09-19,0.643,0.59,4,-13.685,0,0.0348,0.54,0.835,0.113,0.863,99.989,audio_features,1qgmJ4zIuP3PX0M5Exdv98,spotify:track:1qgmJ4zIuP3PX0M5Exdv98,https://api.spotify.com/v1/tracks/1qgmJ4zIuP3PX0M5Exdv98,https://api.spotify.com/v1/audio-analysis/1qgmJ4zIuP3PX0M5Exdv98,254000,4,jazz
2bHolL4D662FmrebKPp1qO,Because Of You,Gerald Albright,3bhckpkRmz8mqONUceSutp,Slam Dunk,37,2014-08-05,0.564,0.619,10,-9.171,1,0.0613,0.601,0.0147,0.128,0.468,84.896,audio_features,2bHolL4D662FmrebKPp1qO,spotify:track:2bHolL4D662FmrebKPp1qO,https://api.spotify.com/v1/tracks/2bHolL4D662FmrebKPp1qO,https://api.spotify.com/v1/audio-analysis/2bHolL4D662FmrebKPp1qO,316118,4,jazz
6Sw0KXcoIOtBl4OrXMxe9U,Bittersweet,Skinny Hightower,0rfUpMmPFYv5s0dF6hyYrx,Bittersweet,32,2020-02-07,0.782,0.921,10,-5.755,0,0.0374,0.178,0.817,0.0847,0.583,102.006,audio_features,6Sw0KXcoIOtBl4OrXMxe9U,spotify:track:6Sw0KXcoIOtBl4OrXMxe9U,https://api.spotify.com/v1/tracks/6Sw0KXcoIOtBl4OrXMxe9U,https://api.spotify.com/v1/audio-analysis/6Sw0KXcoIOtBl4OrXMxe9U,244000,4,jazz
3fV8jbhyPEBcltw5d79W1s,Let It Flow,Eric Darius,39HDjLbYtWrCQrqpl9sOX8,Night On The Town,47,2002-06-29,0.777,0.556,4,-8.664,0,0.0278,0.273,0.154,0.1,0.788,87.009,audio_features,3fV8jbhyPEBcltw5d79W1s,spotify:track:3fV8jbhyPEBcltw5d79W1s,https://api.spotify.com/v1/tracks/3fV8jbhyPEBcltw5d79W1s,https://api.spotify.com/v1/audio-analysis/3fV8jbhyPEBcltw5d79W1s,289240,4,jazz
1UdgrocwAGRoQ6M8V7eQmu,Sippin the Yak,Michael J Thomas,2jeiNrIK545gXuj6yv3VR0,Sippin the Yak,43,2020-04-13,0.53,0.718,7,-7.472,0,0.0382,0.0629,0.0391,0.0779,0.479,89.848,audio_features,1UdgrocwAGRoQ6M8V7eQmu,spotify:track:1UdgrocwAGRoQ6M8V7eQmu,https://api.spotify.com/v1/tracks/1UdgrocwAGRoQ6M8V7eQmu,https://api.spotify.com/v1/audio-analysis/1UdgrocwAGRoQ6M8V7eQmu,267914,4,jazz
0ZUeaIWcAtNikrncaYwjHl,Floating World,Bluey,3JYDa2gsS6juqnzBT9wdm9,Heart To Heart,0,2020-08-07,0.681,0.611,7,-9.081,1,0.0353,0.8,0.867,0.142,0.584,95.065,audio_features,0ZUeaIWcAtNikrncaYwjHl,spotify:track:0ZUeaIWcAtNikrncaYwjHl,https://api.spotify.com/v1/tracks/0ZUeaIWcAtNikrncaYwjHl,https://api.spotify.com/v1/audio-analysis/0ZUeaIWcAtNikrncaYwjHl,201867,4,jazz
7yX9GawpX138GN6ZrfE6q3,Exhale,Patrick Bradley,6z9nWRXEPunshulSa2lwck,Exhale,43,2021-01-15,0.503,0.792,10,-9.594,1,0.0309,0.431,0.839,0.147,0.395,176.967,audio_features,7yX9GawpX138GN6ZrfE6q3,spotify:track:7yX9GawpX138GN6ZrfE6q3,https://api.spotify.com/v1/tracks/7yX9GawpX138GN6ZrfE6q3,https://api.spotify.com/v1/audio-analysis/7yX9GawpX138GN6ZrfE6q3,272342,4,jazz
3Zwphwi81qVI7ucNusDSRq,It's Too Late,Michael Lington,23P8kVBVyDkO8s6sn1QDre,A Song For You,50,2008-10-24,0.715,0.548,8,-7.001,1,0.0248,0.307,0.0456,0.092,0.539,106.015,audio_features,3Zwphwi81qVI7ucNusDSRq,spotify:track:3Zwphwi81qVI7ucNusDSRq,https://api.spotify.com/v1/tracks/3Zwphwi81qVI7ucNusDSRq,https://api.spotify.com/v1/audio-analysis/3Zwphwi81qVI7ucNusDSRq,281920,4,jazz
7v6XfSM2XpK6KEVyn4Ud73,Revolving Door,Joyce Cooling,44GiVGTGkzAmI1OGZcypec,Revolving Door,49,2006-01-01,0.754,0.595,5,-8.141,1,0.0357,0.271,0.883,0.0674,0.711,105.012,audio_features,7v6XfSM2XpK6KEVyn4Ud73,spotify:track:7v6XfSM2XpK6KEVyn4Ud73,https://api.spotify.com/v1/tracks/7v6XfSM2XpK6KEVyn4Ud73,https://api.spotify.com/v1/audio-analysis/7v6XfSM2XpK6KEVyn4Ud73,347013,3,jazz
18WVeMD5nxYgy2O6Pj9AFO,It's All Love,"Chris ""Big Dog"" Davis",057eeHuaF5QTCQ76X2PRZ5,Focus,0,2020-06-12,0.721,0.301,0,-10.603,1,0.031,0.705,0.299,0.206,0.352,119.946,audio_features,18WVeMD5nxYgy2O6Pj9AFO,spotify:track:18WVeMD5nxYgy2O6Pj9AFO,https://api.spotify.com/v1/tracks/18WVeMD5nxYgy2O6Pj9AFO,https://api.spotify.com/v1/audio-analysis/18WVeMD5nxYgy2O6Pj9AFO,205733,4,jazz
