track_uri,track_name,artist_name,artist_uri,album,track_pop,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
6JzOYXb5bJ6AtpXNIIGG0Q,Better Better,Jamopyper,7InYF1yp4vtlnMr1U4D3KZ,Better Better,34,0.819,0.798,6,-6.664,0,0.0413,0.0246,0.000289,0.325,0.442,114.02,audio_features,6JzOYXb5bJ6AtpXNIIGG0Q,spotify:track:6JzOYXb5bJ6AtpXNIIGG0Q,https://api.spotify.com/v1/tracks/6JzOYXb5bJ6AtpXNIIGG0Q,https://api.spotify.com/v1/audio-analysis/6JzOYXb5bJ6AtpXNIIGG0Q,237895,4,afrobeats
1b6wwtc5OGaQmhyEkKLSjD,Joy,Falana,1OzwSkNJ5OCaMAgdnBFguj,Joy,24,0.833,0.6,1,-8.478,0,0.274,0.202,0.00137,0.0654,0.234,107.142,audio_features,1b6wwtc5OGaQmhyEkKLSjD,spotify:track:1b6wwtc5OGaQmhyEkKLSjD,https://api.spotify.com/v1/tracks/1b6wwtc5OGaQmhyEkKLSjD,https://api.spotify.com/v1/audio-analysis/1b6wwtc5OGaQmhyEkKLSjD,214960,4,afrobeats
5n8zoxAbfW1MNsjB95KFF9,Epo,Joe El,7eR5U2bNwwj6hKbiR0TCeU,Epo,33,0.646,0.784,7,-4.178,1,0.308,0.6,4.46e-05,0.0504,0.838,146.508,audio_features,5n8zoxAbfW1MNsjB95KFF9,spotify:track:5n8zoxAbfW1MNsjB95KFF9,https://api.spotify.com/v1/tracks/5n8zoxAbfW1MNsjB95KFF9,https://api.spotify.com/v1/audio-analysis/5n8zoxAbfW1MNsjB95KFF9,211636,5,afrobeats
1qEZAFGpVWr7PZKVMOcYv8,Innocent - Fagbo,Niniola,5MEHQvTW53C0ccsuxdZobQ,Colours and Sounds,46,0.823,0.749,9,-4.737,0,0.091,0.0641,0.0344,0.0682,0.591,106.123,audio_features,1qEZAFGpVWr7PZKVMOcYv8,spotify:track:1qEZAFGpVWr7PZKVMOcYv8,https://api.spotify.com/v1/tracks/1qEZAFGpVWr7PZKVMOcYv8,https://api.spotify.com/v1/audio-analysis/1qEZAFGpVWr7PZKVMOcYv8,179989,4,afrobeats
1IG58NO9HWe9fULtuJx224,Ijoba,Slimcase,40aejR4JaMbNbuROxAJUPY,Ijoba,15,0.852,0.869,0,-3.572,1,0.363,0.045,0.0117,0.459,0.849,132.971,audio_features,1IG58NO9HWe9fULtuJx224,spotify:track:1IG58NO9HWe9fULtuJx224,https://api.spotify.com/v1/tracks/1IG58NO9HWe9fULtuJx224,https://api.spotify.com/v1/audio-analysis/1IG58NO9HWe9fULtuJx224,155188,4,afrobeats
6QmZxAPBNA8v2Jj2Yk7Z8D,Wayward Girl,Pheelz,5Jv1MsZBh0sqokFq7pU8Xg,Wayward Girl,53,0.773,0.725,1,-3.868,0,0.166,0.0454,0.00723,0.0875,0.548,91.888,audio_features,6QmZxAPBNA8v2Jj2Yk7Z8D,spotify:track:6QmZxAPBNA8v2Jj2Yk7Z8D,https://api.spotify.com/v1/tracks/6QmZxAPBNA8v2Jj2Yk7Z8D,https://api.spotify.com/v1/audio-analysis/6QmZxAPBNA8v2Jj2Yk7Z8D,147472,4,afrobeats
4aBR9RUUXyiMJVb2S9LyyF,Everything,Ric Hassani,5twTCOm58CXYCqCny4gYcQ,Everything,30,0.765,0.583,11,-7.976,1,0.039,0.372,7.47e-05,0.176,0.853,98.039,audio_features,4aBR9RUUXyiMJVb2S9LyyF,spotify:track:4aBR9RUUXyiMJVb2S9LyyF,https://api.spotify.com/v1/tracks/4aBR9RUUXyiMJVb2S9LyyF,https://api.spotify.com/v1/audio-analysis/4aBR9RUUXyiMJVb2S9LyyF,249191,4,afrobeats
3eypQIhaFEb0K9dREwbkjL,Wickedest Wine,Dapo Tuburna,68R99JNwcSkTFtF4csRRJV,Wickedest Wine,11,0.571,0.664,8,-6.762,1,0.216,0.141,0.000312,0.0857,0.537,127.71,audio_features,3eypQIhaFEb0K9dREwbkjL,spotify:track:3eypQIhaFEb0K9dREwbkjL,https://api.spotify.com/v1/tracks/3eypQIhaFEb0K9dREwbkjL,https://api.spotify.com/v1/audio-analysis/3eypQIhaFEb0K9dREwbkjL,177862,5,afrobeats
6QtIicTyA85RuC9lnpT3Dm,Lagbaja,Sona,0fZfg0q442duxzNdPCLOLa,Lagbaja,23,0.709,0.862,9,-6.026,0,0.0802,0.0758,4.71e-05,0.129,0.776,117.801,audio_features,6QtIicTyA85RuC9lnpT3Dm,spotify:track:6QtIicTyA85RuC9lnpT3Dm,https://api.spotify.com/v1/tracks/6QtIicTyA85RuC9lnpT3Dm,https://api.spotify.com/v1/audio-analysis/6QtIicTyA85RuC9lnpT3Dm,187115,4,afrobeats
1L8QnkD0WtWelnVWatgO9z,Benzo,Shatta Wale,42q0rYXtR561ypg1Fcw1PI,Benzo,12,0.705,0.805,1,-3.911,0,0.271,0.517,0.0,0.105,0.898,80.274,audio_features,1L8QnkD0WtWelnVWatgO9z,spotify:track:1L8QnkD0WtWelnVWatgO9z,https://api.spotify.com/v1/tracks/1L8QnkD0WtWelnVWatgO9z,https://api.spotify.com/v1/audio-analysis/1L8QnkD0WtWelnVWatgO9z,177605,5,afrobeats
2dLmAsbW9VP7a5TImA9Zk0,Sin No More,Junior Boy,19NcT6hEjokTrdnWHvI0N8,Sin No More,9,0.587,0.73,9,-5.718,0,0.225,0.641,6.71e-06,0.122,0.428,97.618,audio_features,2dLmAsbW9VP7a5TImA9Zk0,spotify:track:2dLmAsbW9VP7a5TImA9Zk0,https://api.spotify.com/v1/tracks/2dLmAsbW9VP7a5TImA9Zk0,https://api.spotify.com/v1/audio-analysis/2dLmAsbW9VP7a5TImA9Zk0,176666,4,afrobeats
094lWjz0BsBa2wZHzesmrm,Mine,EMO Grae,706g3hauVcGV8Ops9uNzMv,Mine,25,0.798,0.587,2,-4.238,1,0.054,0.433,0.00118,0.289,0.678,150.005,audio_features,094lWjz0BsBa2wZHzesmrm,spotify:track:094lWjz0BsBa2wZHzesmrm,https://api.spotify.com/v1/tracks/094lWjz0BsBa2wZHzesmrm,https://api.spotify.com/v1/audio-analysis/094lWjz0BsBa2wZHzesmrm,169000,4,afrobeats
0jI3pjwuORytsJPtEZlyc9,MONEY DANCE,Dice Ailes,6k96FH3t0HYJRLaMi3TNXa,MONEY DANCE,37,0.611,0.635,2,-2.34,0,0.253,0.229,5.13e-06,0.186,0.442,144.476,audio_features,0jI3pjwuORytsJPtEZlyc9,spotify:track:0jI3pjwuORytsJPtEZlyc9,https://api.spotify.com/v1/tracks/0jI3pjwuORytsJPtEZlyc9,https://api.spotify.com/v1/audio-analysis/0jI3pjwuORytsJPtEZlyc9,151111,5,afrobeats
6CUOnN29kB0WQ5PLXvluJs,Dey Your Dey (feat. Zlatan),YKB,2f8rjDwhSy9IDL6sB6BEEE,Dey Your Dey (feat. Zlatan),31,0.666,0.752,8,-4.807,1,0.127,0.085,1.46e-05,0.144,0.816,119.865,audio_features,6CUOnN29kB0WQ5PLXvluJs,spotify:track:6CUOnN29kB0WQ5PLXvluJs,https://api.spotify.com/v1/tracks/6CUOnN29kB0WQ5PLXvluJs,https://api.spotify.com/v1/audio-analysis/6CUOnN29kB0WQ5PLXvluJs,154666,4,afrobeats
4m8shrUQ2W7hHGQmeTBSTM,Omo Ologo,Lil Frosh,6637eWPPoj6GB8HLaT8Ett,Omo Ologo,0,0.87,0.891,6,-5.257,1,0.151,0.159,0.000305,0.1,0.53,122.014,audio_features,4m8shrUQ2W7hHGQmeTBSTM,spotify:track:4m8shrUQ2W7hHGQmeTBSTM,https://api.spotify.com/v1/tracks/4m8shrUQ2W7hHGQmeTBSTM,https://api.spotify.com/v1/audio-analysis/4m8shrUQ2W7hHGQmeTBSTM,196721,4,afrobeats
1xIle1f3Z1fxpR6wYtEnUe,Me and You,Demide,6YPOIAQYxqcP4frih0zqqh,Me and You,5,0.743,0.668,3,-6.95,1,0.0919,0.526,0.0,0.106,0.596,103.985,audio_features,1xIle1f3Z1fxpR6wYtEnUe,spotify:track:1xIle1f3Z1fxpR6wYtEnUe,https://api.spotify.com/v1/tracks/1xIle1f3Z1fxpR6wYtEnUe,https://api.spotify.com/v1/audio-analysis/1xIle1f3Z1fxpR6wYtEnUe,182335,4,afrobeats
0NW8lai4H1PvrqXmkU2fn4,Once Again Dey Don Dey Vex Me,Ace DJ Xquisite,4ROfUgX8Mgmm3IarBdh96f,Once Again Dey Don Dey Vex Me,17,0.578,0.579,6,-7.207,0,0.293,0.294,1.54e-05,0.137,0.526,98.474,audio_features,0NW8lai4H1PvrqXmkU2fn4,spotify:track:0NW8lai4H1PvrqXmkU2fn4,https://api.spotify.com/v1/tracks/0NW8lai4H1PvrqXmkU2fn4,https://api.spotify.com/v1/audio-analysis/0NW8lai4H1PvrqXmkU2fn4,166361,1,afrobeats
0kRm8zsYvR7OwuS6WosMW9,Foreign,Bankulli,5vaAZTnLCHp0garbEDlorS,Foreign,34,0.776,0.792,6,-5.22,0,0.064,0.202,1.56e-05,0.143,0.842,120.002,audio_features,0kRm8zsYvR7OwuS6WosMW9,spotify:track:0kRm8zsYvR7OwuS6WosMW9,https://api.spotify.com/v1/tracks/0kRm8zsYvR7OwuS6WosMW9,https://api.spotify.com/v1/audio-analysis/0kRm8zsYvR7OwuS6WosMW9,169000,4,afrobeats
367d0YBJlcq24ezBp7vsaL,Nobody Send You,E.L,3mUnqlNBdoohi6s287lxel,Nobody Send You,11,0.709,0.808,5,-6.494,0,0.0908,0.00989,6.77e-06,0.142,0.568,102.994,audio_features,367d0YBJlcq24ezBp7vsaL,spotify:track:367d0YBJlcq24ezBp7vsaL,https://api.spotify.com/v1/tracks/367d0YBJlcq24ezBp7vsaL,https://api.spotify.com/v1/audio-analysis/367d0YBJlcq24ezBp7vsaL,220777,4,afrobeats
1tRdrgjBQB6qVgxpbcW9UV,As Friends,Gabzy,2sEUjEtnqBphiYquoNfV62,Malone,57,0.611,0.409,6,-8.496,0,0.215,0.554,4.88e-06,0.193,0.649,96.241,audio_features,1tRdrgjBQB6qVgxpbcW9UV,spotify:track:1tRdrgjBQB6qVgxpbcW9UV,https://api.spotify.com/v1/tracks/1tRdrgjBQB6qVgxpbcW9UV,https://api.spotify.com/v1/audio-analysis/1tRdrgjBQB6qVgxpbcW9UV,212284,4,afrobeats
5L28nYX0cNXsasvveoTCO4,Who Knew,Tomi Thomas,1W6kAvOt2N7X3Rta12vPGR,Who Knew,13,0.583,0.597,7,-6.263,1,0.0862,0.373,0.0,0.102,0.471,116.687,audio_features,5L28nYX0cNXsasvveoTCO4,spotify:track:5L28nYX0cNXsasvveoTCO4,https://api.spotify.com/v1/tracks/5L28nYX0cNXsasvveoTCO4,https://api.spotify.com/v1/audio-analysis/5L28nYX0cNXsasvveoTCO4,149333,5,afrobeats
5LExxN6DonNEuXv1GUW7Zl,Yaadman (Intro),Yung L,5jW1p6bav4DYihIHewKBCq,Yaadman (Intro),12,0.71,0.671,11,-6.101,0,0.252,0.321,1.47e-05,0.124,0.885,77.586,audio_features,5LExxN6DonNEuXv1GUW7Zl,spotify:track:5LExxN6DonNEuXv1GUW7Zl,https://api.spotify.com/v1/tracks/5LExxN6DonNEuXv1GUW7Zl,https://api.spotify.com/v1/audio-analysis/5LExxN6DonNEuXv1GUW7Zl,110769,4,afrobeats
7gzHNHHTTfQBZErHneke0i,God Sent,Seyi Vibez,4zmZ8lVLzGc84S4v2B1rLx,God Sent,0,0.659,0.759,6,-3.82,0,0.196,0.0651,0.0,0.122,0.398,109.667,audio_features,7gzHNHHTTfQBZErHneke0i,spotify:track:7gzHNHHTTfQBZErHneke0i,https://api.spotify.com/v1/tracks/7gzHNHHTTfQBZErHneke0i,https://api.spotify.com/v1/audio-analysis/7gzHNHHTTfQBZErHneke0i,212297,4,afrobeats
7y93GnlMHwdCmYEEJ40NKU,Umuigbo,Flavour,0oKNR4ahj1CPnK2kQmbOfo,Flavour of Africa,34,0.611,0.919,0,-1.417,1,0.0616,0.555,0.0,0.118,0.83,94.088,audio_features,7y93GnlMHwdCmYEEJ40NKU,spotify:track:7y93GnlMHwdCmYEEJ40NKU,https://api.spotify.com/v1/tracks/7y93GnlMHwdCmYEEJ40NKU,https://api.spotify.com/v1/audio-analysis/7y93GnlMHwdCmYEEJ40NKU,226220,3,afrobeats
2cm9MKaZx6ji7YZXmvvI98,Are You Vhere?,Skiibii,72Z2AhMKpxZjLNnPMyinUE,Are You Vhere?,0,0.683,0.831,11,-3.316,0,0.172,0.139,9.67e-05,0.104,0.669,198.025,audio_features,2cm9MKaZx6ji7YZXmvvI98,spotify:track:2cm9MKaZx6ji7YZXmvvI98,https://api.spotify.com/v1/tracks/2cm9MKaZx6ji7YZXmvvI98,https://api.spotify.com/v1/audio-analysis/2cm9MKaZx6ji7YZXmvvI98,140885,4,afrobeats
6B8Rzdwlr0RB7Ke9dUCNz6,Fela Pikin,Yonda,1sCxnr0nRf5TADGH5CX3lr,Fela Pikin,7,0.766,0.844,1,-4.147,1,0.109,0.217,0.0,0.211,0.548,115.024,audio_features,6B8Rzdwlr0RB7Ke9dUCNz6,spotify:track:6B8Rzdwlr0RB7Ke9dUCNz6,https://api.spotify.com/v1/tracks/6B8Rzdwlr0RB7Ke9dUCNz6,https://api.spotify.com/v1/audio-analysis/6B8Rzdwlr0RB7Ke9dUCNz6,153600,4,afrobeats
5ZGA7EawxfnCPB5nbAqyTa,Ikébè,D'banj,5RCdjio4ASMQ8CFaSuAl6C,Ikébè,16,0.743,0.753,6,-5.234,1,0.191,0.0732,0.0,0.0626,0.646,126.092,audio_features,5ZGA7EawxfnCPB5nbAqyTa,spotify:track:5ZGA7EawxfnCPB5nbAqyTa,https://api.spotify.com/v1/tracks/5ZGA7EawxfnCPB5nbAqyTa,https://api.spotify.com/v1/audio-analysis/5ZGA7EawxfnCPB5nbAqyTa,184983,4,afrobeats
499SB2BwPjRG3YrDiXTo25,1 Don,Shatta Wale,42q0rYXtR561ypg1Fcw1PI,1 Don,34,0.601,0.861,11,-5.36,1,0.342,0.138,0.0,0.363,0.593,99.117,audio_features,499SB2BwPjRG3YrDiXTo25,spotify:track:499SB2BwPjRG3YrDiXTo25,https://api.spotify.com/v1/tracks/499SB2BwPjRG3YrDiXTo25,https://api.spotify.com/v1/audio-analysis/499SB2BwPjRG3YrDiXTo25,207146,4,afrobeats
00ri6U6dieGtZUGTuq7hZN,Share Location,Chinko Ekun,5jfQBS0O6dR6axaz0BGMgs,Share Location,20,0.733,0.875,4,-3.19,0,0.117,0.48,5.29e-06,0.0878,0.718,113.026,audio_features,00ri6U6dieGtZUGTuq7hZN,spotify:track:00ri6U6dieGtZUGTuq7hZN,https://api.spotify.com/v1/tracks/00ri6U6dieGtZUGTuq7hZN,https://api.spotify.com/v1/audio-analysis/00ri6U6dieGtZUGTuq7hZN,209142,4,afrobeats
1qL1pc2usb2ATdJp5Mm7jR,Plenty Pepper,Chop Daily,36cvcz2WaGMpYLeFaeWZUG,Plenty Pepper,40,0.833,0.589,11,-8.839,0,0.228,0.075,1.94e-06,0.104,0.561,122.961,audio_features,1qL1pc2usb2ATdJp5Mm7jR,spotify:track:1qL1pc2usb2ATdJp5Mm7jR,https://api.spotify.com/v1/tracks/1qL1pc2usb2ATdJp5Mm7jR,https://api.spotify.com/v1/audio-analysis/1qL1pc2usb2ATdJp5Mm7jR,166444,4,afrobeats
4y4Pge5tNG86WAlEpOsAQc,My Touch,Chop Daily,36cvcz2WaGMpYLeFaeWZUG,My Touch,1,0.851,0.815,6,-6.008,0,0.132,0.0503,0.255,0.097,0.68,119.987,audio_features,4y4Pge5tNG86WAlEpOsAQc,spotify:track:4y4Pge5tNG86WAlEpOsAQc,https://api.spotify.com/v1/tracks/4y4Pge5tNG86WAlEpOsAQc,https://api.spotify.com/v1/audio-analysis/4y4Pge5tNG86WAlEpOsAQc,179444,4,afrobeats
4V6wKwyGIykKCatXtky1VC,My Life,Dj Manuel,3kpSioYUJejgUYIUiS78LR,My Life,0,0.599,0.486,6,-10.457,1,0.304,0.167,0.0,0.29,0.733,92.581,audio_features,4V6wKwyGIykKCatXtky1VC,spotify:track:4V6wKwyGIykKCatXtky1VC,https://api.spotify.com/v1/tracks/4V6wKwyGIykKCatXtky1VC,https://api.spotify.com/v1/audio-analysis/4V6wKwyGIykKCatXtky1VC,216774,4,afrobeats
2sM0zC3mFXaek3SBrL7bsa,Confam,SPINALL,2NtQA3PY9chI8l65ejZLTP,Grace,32,0.853,0.795,0,-5.034,1,0.0459,0.273,0.00152,0.067,0.843,105.018,audio_features,2sM0zC3mFXaek3SBrL7bsa,spotify:track:2sM0zC3mFXaek3SBrL7bsa,https://api.spotify.com/v1/tracks/2sM0zC3mFXaek3SBrL7bsa,https://api.spotify.com/v1/audio-analysis/2sM0zC3mFXaek3SBrL7bsa,155429,4,afrobeats
72yBgL4r5tmrPnvDtBLqOI,This Year,Mr Drew,4pW48O5XBTgEEJWfr8btdK,This Year,47,0.717,0.824,1,-5.05,1,0.107,0.129,0.000342,0.149,0.765,124.845,audio_features,72yBgL4r5tmrPnvDtBLqOI,spotify:track:72yBgL4r5tmrPnvDtBLqOI,https://api.spotify.com/v1/tracks/72yBgL4r5tmrPnvDtBLqOI,https://api.spotify.com/v1/audio-analysis/72yBgL4r5tmrPnvDtBLqOI,190147,4,afrobeats
4XHAhcAD0WMuEET2jd3HLm,Hajia Bintu,Shatta Wale,42q0rYXtR561ypg1Fcw1PI,Hajia Bintu,35,0.762,0.686,1,-8.082,0,0.372,0.264,0.0,0.096,0.827,135.926,audio_features,4XHAhcAD0WMuEET2jd3HLm,spotify:track:4XHAhcAD0WMuEET2jd3HLm,https://api.spotify.com/v1/tracks/4XHAhcAD0WMuEET2jd3HLm,https://api.spotify.com/v1/audio-analysis/4XHAhcAD0WMuEET2jd3HLm,197173,5,afrobeats
04qEuAt4TR3p2KQlJecNsu,Ekorso,Kofi Jamar,79KG6wqJDA2rLXbAwmtNgK,Ekorso,46,0.707,0.725,8,-5.188,1,0.24,0.112,0.0,0.16,0.597,145.914,audio_features,04qEuAt4TR3p2KQlJecNsu,spotify:track:04qEuAt4TR3p2KQlJecNsu,https://api.spotify.com/v1/tracks/04qEuAt4TR3p2KQlJecNsu,https://api.spotify.com/v1/audio-analysis/04qEuAt4TR3p2KQlJecNsu,224745,4,afrobeats
4wcFfoHSRyHqpaDiN6zw4q,Come Back,Sarkodie,01DTVE3KmoPogPZaOvMqO8,Come Back,28,0.759,0.933,5,-5.281,1,0.204,0.6,0.0,0.271,0.677,109.141,audio_features,4wcFfoHSRyHqpaDiN6zw4q,spotify:track:4wcFfoHSRyHqpaDiN6zw4q,https://api.spotify.com/v1/tracks/4wcFfoHSRyHqpaDiN6zw4q,https://api.spotify.com/v1/audio-analysis/4wcFfoHSRyHqpaDiN6zw4q,195963,4,afrobeats
28Pe19nOSoIMZq1Zkb7lWW,Speak To Me,Reekado Banks,3bxZkzk0PLHcetO9o4oxXn,Off The Record,24,0.745,0.899,2,-6.922,1,0.0599,0.166,0.0138,0.0865,0.881,122.011,audio_features,28Pe19nOSoIMZq1Zkb7lWW,spotify:track:28Pe19nOSoIMZq1Zkb7lWW,https://api.spotify.com/v1/tracks/28Pe19nOSoIMZq1Zkb7lWW,https://api.spotify.com/v1/audio-analysis/28Pe19nOSoIMZq1Zkb7lWW,162027,4,afrobeats
5c4wUjm8XFEkj8kAvmb7pj,Lungu Riddim,Dj Consequence,1S28Xg1Txe8qgxku1sFrbh,Vibes from the Future,22,0.673,0.68,5,-5.099,0,0.26,0.572,0.000128,0.0905,0.629,100.279,audio_features,5c4wUjm8XFEkj8kAvmb7pj,spotify:track:5c4wUjm8XFEkj8kAvmb7pj,https://api.spotify.com/v1/tracks/5c4wUjm8XFEkj8kAvmb7pj,https://api.spotify.com/v1/audio-analysis/5c4wUjm8XFEkj8kAvmb7pj,180000,4,afrobeats
1BfXUEwN0EbjTWOwzfvjNc,Total,CDQ,1VsvlBp2dqKk2g9EVFvxXg,See The Queue,11,0.743,0.821,1,-4.762,1,0.361,0.336,0.0,0.0988,0.718,99.538,audio_features,1BfXUEwN0EbjTWOwzfvjNc,spotify:track:1BfXUEwN0EbjTWOwzfvjNc,https://api.spotify.com/v1/tracks/1BfXUEwN0EbjTWOwzfvjNc,https://api.spotify.com/v1/audio-analysis/1BfXUEwN0EbjTWOwzfvjNc,214682,4,afrobeats
47ctEW8luwjYNkmAQMM4QX,Mumidani,Moelogo,6mctsJBrfcWvWH7S8h716D,Myself,22,0.817,0.584,9,-5.074,1,0.0825,0.0356,0.0,0.132,0.424,102.009,audio_features,47ctEW8luwjYNkmAQMM4QX,spotify:track:47ctEW8luwjYNkmAQMM4QX,https://api.spotify.com/v1/tracks/47ctEW8luwjYNkmAQMM4QX,https://api.spotify.com/v1/audio-analysis/47ctEW8luwjYNkmAQMM4QX,172500,4,afrobeats
6gHUiXF4BiJ9d7biTNmdKR,The Mood,Timaya,7gEgjd9W1P1iAD9FbubrqC,Chulo Vibes,59,0.607,0.586,4,-5.698,0,0.15,0.307,1.51e-06,0.287,0.921,126.715,audio_features,6gHUiXF4BiJ9d7biTNmdKR,spotify:track:6gHUiXF4BiJ9d7biTNmdKR,https://api.spotify.com/v1/tracks/6gHUiXF4BiJ9d7biTNmdKR,https://api.spotify.com/v1/audio-analysis/6gHUiXF4BiJ9d7biTNmdKR,161684,5,afrobeats
0nmNi1EhdLOSwTntGieWzs,Neighbour,Tekno,6IhG3Yxm3UW98jhyBvrIut,Old Romance,35,0.894,0.778,1,-3.218,0,0.055,0.06,0.0595,0.142,0.535,111.974,audio_features,0nmNi1EhdLOSwTntGieWzs,spotify:track:0nmNi1EhdLOSwTntGieWzs,https://api.spotify.com/v1/tracks/0nmNi1EhdLOSwTntGieWzs,https://api.spotify.com/v1/audio-analysis/0nmNi1EhdLOSwTntGieWzs,152143,4,afrobeats
3yrp7BWKstrZnA5pXsAxCK,AJEI,D-Black,1YCN7ZcxMajJ44nCjpf7gB,AJEI,37,0.889,0.865,1,-4.914,1,0.0614,0.00766,0.0114,0.0874,0.742,121.981,audio_features,3yrp7BWKstrZnA5pXsAxCK,spotify:track:3yrp7BWKstrZnA5pXsAxCK,https://api.spotify.com/v1/tracks/3yrp7BWKstrZnA5pXsAxCK,https://api.spotify.com/v1/audio-analysis/3yrp7BWKstrZnA5pXsAxCK,173192,4,afrobeats
0WsZv0vVCOYpUUx7DxXINk,Doings,Flavour,0oKNR4ahj1CPnK2kQmbOfo,Flavour of Africa,47,0.628,0.939,7,-2.617,0,0.204,0.271,1.42e-05,0.336,0.965,58.17,audio_features,0WsZv0vVCOYpUUx7DxXINk,spotify:track:0WsZv0vVCOYpUUx7DxXINk,https://api.spotify.com/v1/tracks/0WsZv0vVCOYpUUx7DxXINk,https://api.spotify.com/v1/audio-analysis/0WsZv0vVCOYpUUx7DxXINk,230060,5,afrobeats
6kue96ttd26sO4QQi4djEy,Something Nice,Kofi Kinaata,6TQW172m1l4Tf4Hp55ZdDm,Something Nice,38,0.782,0.82,5,-5.114,0,0.112,0.521,0.0,0.107,0.892,110.005,audio_features,6kue96ttd26sO4QQi4djEy,spotify:track:6kue96ttd26sO4QQi4djEy,https://api.spotify.com/v1/tracks/6kue96ttd26sO4QQi4djEy,https://api.spotify.com/v1/audio-analysis/6kue96ttd26sO4QQi4djEy,209502,4,afrobeats
5MWIXLILHfJjq1jyvWacJU,Sample,Remy Baggins,6Pj7ddulM4dzUOGR3sERaX,Sample,12,0.788,0.877,6,-6.798,0,0.0374,0.119,0.104,0.0936,0.503,113.034,audio_features,5MWIXLILHfJjq1jyvWacJU,spotify:track:5MWIXLILHfJjq1jyvWacJU,https://api.spotify.com/v1/tracks/5MWIXLILHfJjq1jyvWacJU,https://api.spotify.com/v1/audio-analysis/5MWIXLILHfJjq1jyvWacJU,228850,4,afrobeats
3zonjBTbPNOBlu4Ct3PVbT,Dobale (feat. Bella Shmurda) - Remix,Shaybo,5QdfW7A9eh0XjCyg9XAZpy,Dobale (feat. Bella Shmurda) [Remix],30,0.6,0.645,11,-4.153,0,0.114,0.0625,0.0,0.234,0.51,128.345,audio_features,3zonjBTbPNOBlu4Ct3PVbT,spotify:track:3zonjBTbPNOBlu4Ct3PVbT,https://api.spotify.com/v1/tracks/3zonjBTbPNOBlu4Ct3PVbT,https://api.spotify.com/v1/audio-analysis/3zonjBTbPNOBlu4Ct3PVbT,150902,5,afrobeats
40xtNrjnHlNp1tAxZNlh3w,Blessed 2 Have You,Ceeza Milli,11b21KVATwG7LgLPiD3a1A,Blessed 2 Have You,1,0.746,0.717,2,-5.256,0,0.0982,0.0136,2.95e-05,0.152,0.574,99.808,audio_features,40xtNrjnHlNp1tAxZNlh3w,spotify:track:40xtNrjnHlNp1tAxZNlh3w,https://api.spotify.com/v1/tracks/40xtNrjnHlNp1tAxZNlh3w,https://api.spotify.com/v1/audio-analysis/40xtNrjnHlNp1tAxZNlh3w,180106,4,afrobeats
6VejZcw3pbuLTRz58C9ZH0,Wedding Song,Wendy Shay,5yrRN6GxtTSHbcw7qxPg4S,Wedding Song,33,0.799,0.878,9,-5.313,1,0.0689,0.427,7.5e-05,0.12,0.815,123.074,audio_features,6VejZcw3pbuLTRz58C9ZH0,spotify:track:6VejZcw3pbuLTRz58C9ZH0,https://api.spotify.com/v1/tracks/6VejZcw3pbuLTRz58C9ZH0,https://api.spotify.com/v1/audio-analysis/6VejZcw3pbuLTRz58C9ZH0,199024,4,afrobeats
0gm5jt3RPUr8kkDz5HCE79,Ahodwo Las Vegas,Shatta Wale,42q0rYXtR561ypg1Fcw1PI,Ahodwo Las Vegas,27,0.67,0.865,10,-3.204,0,0.274,0.231,0.0,0.183,0.666,146.863,audio_features,0gm5jt3RPUr8kkDz5HCE79,spotify:track:0gm5jt3RPUr8kkDz5HCE79,https://api.spotify.com/v1/tracks/0gm5jt3RPUr8kkDz5HCE79,https://api.spotify.com/v1/audio-analysis/0gm5jt3RPUr8kkDz5HCE79,572266,4,afrobeats
7vjdNnEnXQC9SLj7VgfHeg,Let Them Talk (feat. Simi),Dyo,4H1PNuHElBLVok0lnYMrRb,Let Them Talk,27,0.847,0.701,6,-5.032,0,0.0537,0.265,0.375,0.134,0.693,117.999,audio_features,7vjdNnEnXQC9SLj7VgfHeg,spotify:track:7vjdNnEnXQC9SLj7VgfHeg,https://api.spotify.com/v1/tracks/7vjdNnEnXQC9SLj7VgfHeg,https://api.spotify.com/v1/audio-analysis/7vjdNnEnXQC9SLj7VgfHeg,158104,4,afrobeats
0MSbK1x3m7xtCVW9maYxX1,Attention (feat. Oxlade & Merry-Lynn),PsychoYP,4Hyl7QROvzELSzMO7OXdjr,National Anthem,0,0.548,0.669,10,-5.264,0,0.108,0.449,0.000371,0.109,0.616,118.758,audio_features,0MSbK1x3m7xtCVW9maYxX1,spotify:track:0MSbK1x3m7xtCVW9maYxX1,https://api.spotify.com/v1/tracks/0MSbK1x3m7xtCVW9maYxX1,https://api.spotify.com/v1/audio-analysis/0MSbK1x3m7xtCVW9maYxX1,223224,4,afrobeats
78VcGxU6Yg9bNogzLld2tw,Inna Song - Remix,DarkoVibes,5a3kizlLAxR0P6qZEti8T8,Inna Song (Remix),26,0.768,0.498,7,-7.17,1,0.154,0.475,0.0,0.063,0.547,101.936,audio_features,78VcGxU6Yg9bNogzLld2tw,spotify:track:78VcGxU6Yg9bNogzLld2tw,https://api.spotify.com/v1/tracks/78VcGxU6Yg9bNogzLld2tw,https://api.spotify.com/v1/audio-analysis/78VcGxU6Yg9bNogzLld2tw,236401,4,afrobeats
