track_uri,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
3lj7m1hRPcHOvDtGV15IyP,Falling,0.626,0.583,1.0,-6.36,0.0,0.241,0.108,0.00173,0.0832,0.246,131.865,audio_features,3lj7m1hRPcHOvDtGV15IyP,spotify:track:3lj7m1hRPcHOvDtGV15IyP,https://api.spotify.com/v1/tracks/3lj7m1hRPcHOvDtGV15IyP,https://api.spotify.com/v1/audio-analysis/3lj7m1hRPcHOvDtGV15IyP,206062.0,5.0,afrobeats
1NfP2CS2tloFW3cyVVrhjb,Problem,0.925,0.564,4.0,-9.57,0.0,0.328,0.103,0.0,0.106,0.871,105.97,audio_features,1NfP2CS2tloFW3cyVVrhjb,spotify:track:1NfP2CS2tloFW3cyVVrhjb,https://api.spotify.com/v1/tracks/1NfP2CS2tloFW3cyVVrhjb,https://api.spotify.com/v1/audio-analysis/1NfP2CS2tloFW3cyVVrhjb,163468.0,4.0,afrobeats
0Hv7LgRPIYEJMpjQkGIWTi,Serenade,0.636,0.535,8.0,-10.5,0.0,0.175,0.787,0.0,0.0996,0.588,99.789,audio_features,0Hv7LgRPIYEJMpjQkGIWTi,spotify:track:0Hv7LgRPIYEJMpjQkGIWTi,https://api.spotify.com/v1/tracks/0Hv7LgRPIYEJMpjQkGIWTi,https://api.spotify.com/v1/audio-analysis/0Hv7LgRPIYEJMpjQkGIWTi,143875.0,4.0,afrobeats
1Jbiy0iXnwl7JurpSZnAVy,Jungle,0.813,0.238,10.0,-12.198,0.0,0.134,0.0115,0.000322,0.112,0.116,94.002,audio_features,1Jbiy0iXnwl7JurpSZnAVy,spotify:track:1Jbiy0iXnwl7JurpSZnAVy,https://api.spotify.com/v1/tracks/1Jbiy0iXnwl7JurpSZnAVy,https://api.spotify.com/v1/audio-analysis/1Jbiy0iXnwl7JurpSZnAVy,204000.0,4.0,afrobeats
1xWC2YE7OEcgQd4w8Gqa3p,Energy,0.816,0.588,1.0,-9.994,0.0,0.225,0.445,0.000244,0.386,0.68,100.019,audio_features,1xWC2YE7OEcgQd4w8Gqa3p,spotify:track:1xWC2YE7OEcgQd4w8Gqa3p,https://api.spotify.com/v1/tracks/1xWC2YE7OEcgQd4w8Gqa3p,https://api.spotify.com/v1/audio-analysis/1xWC2YE7OEcgQd4w8Gqa3p,186600.0,4.0,afrobeats
2Il6xZWF2jwMAVQXZBY0S6,Brandy (feat. Odeal),0.701,0.732,5.0,-6.886,0.0,0.14,0.295,0.127,0.122,0.669,100.095,audio_features,2Il6xZWF2jwMAVQXZBY0S6,spotify:track:2Il6xZWF2jwMAVQXZBY0S6,https://api.spotify.com/v1/tracks/2Il6xZWF2jwMAVQXZBY0S6,https://api.spotify.com/v1/audio-analysis/2Il6xZWF2jwMAVQXZBY0S6,180000.0,4.0,afrobeats
2evIItD25SyI0W5lnsmo0D,Serenade,0.819,0.428,9.0,-8.048,0.0,0.0621,0.339,0.0197,0.0746,0.703,94.983,audio_features,2evIItD25SyI0W5lnsmo0D,spotify:track:2evIItD25SyI0W5lnsmo0D,https://api.spotify.com/v1/tracks/2evIItD25SyI0W5lnsmo0D,https://api.spotify.com/v1/audio-analysis/2evIItD25SyI0W5lnsmo0D,245053.0,4.0,afrobeats
3JIWSOzzlJfyf2Y1i54QeX,Ameno Amapiano - Remix,0.796,0.934,1.0,-3.378,0.0,0.0404,0.0776,0.00032,0.0511,0.769,113.008,audio_features,3JIWSOzzlJfyf2Y1i54QeX,spotify:track:3JIWSOzzlJfyf2Y1i54QeX,https://api.spotify.com/v1/tracks/3JIWSOzzlJfyf2Y1i54QeX,https://api.spotify.com/v1/audio-analysis/3JIWSOzzlJfyf2Y1i54QeX,231471.0,4.0,afrobeats
5Sg3FtU1fSUgj0QTl0P4kX,Wakanda Loving,0.628,0.492,10.0,-5.851,1.0,0.281,0.764,0.0,0.108,0.767,103.827,audio_features,5Sg3FtU1fSUgj0QTl0P4kX,spotify:track:5Sg3FtU1fSUgj0QTl0P4kX,https://api.spotify.com/v1/tracks/5Sg3FtU1fSUgj0QTl0P4kX,https://api.spotify.com/v1/audio-analysis/5Sg3FtU1fSUgj0QTl0P4kX,232080.0,4.0,afrobeats
7gpqJm3Seg4LjMlAwLnnr0,NDY,0.667,0.599,6.0,-7.666,1.0,0.198,0.0607,0.0,0.166,0.313,97.964,audio_features,7gpqJm3Seg4LjMlAwLnnr0,spotify:track:7gpqJm3Seg4LjMlAwLnnr0,https://api.spotify.com/v1/tracks/7gpqJm3Seg4LjMlAwLnnr0,https://api.spotify.com/v1/audio-analysis/7gpqJm3Seg4LjMlAwLnnr0,258000.0,4.0,afrobeats
13N1VTxkb6sTEzA5JvI8vf,No stress,0.515,0.723,1.0,-8.503,0.0,0.463,0.0682,5.31e-06,0.101,0.645,189.823,audio_features,13N1VTxkb6sTEzA5JvI8vf,spotify:track:13N1VTxkb6sTEzA5JvI8vf,https://api.spotify.com/v1/tracks/13N1VTxkb6sTEzA5JvI8vf,https://api.spotify.com/v1/audio-analysis/13N1VTxkb6sTEzA5JvI8vf,164606.0,4.0,afrobeats
1SL9rRSISO2TOA3pJA4YPY,Missing You,0.731,0.352,1.0,-10.311,0.0,0.436,0.664,0.00668,0.0879,0.385,99.158,audio_features,1SL9rRSISO2TOA3pJA4YPY,spotify:track:1SL9rRSISO2TOA3pJA4YPY,https://api.spotify.com/v1/tracks/1SL9rRSISO2TOA3pJA4YPY,https://api.spotify.com/v1/audio-analysis/1SL9rRSISO2TOA3pJA4YPY,220473.0,4.0,afrobeats
11zDwAkUczHN72NmK4nPHf,Don't Play Me,0.669,0.558,6.0,-6.816,0.0,0.266,0.334,0.0,0.144,0.414,102.771,audio_features,11zDwAkUczHN72NmK4nPHf,spotify:track:11zDwAkUczHN72NmK4nPHf,https://api.spotify.com/v1/tracks/11zDwAkUczHN72NmK4nPHf,https://api.spotify.com/v1/audio-analysis/11zDwAkUczHN72NmK4nPHf,212620.0,4.0,afrobeats
7scINjDU13FTbCakH7bf2E,Outside,0.771,0.705,6.0,-6.198,1.0,0.218,0.479,0.00314,0.115,0.78,96.001,audio_features,7scINjDU13FTbCakH7bf2E,spotify:track:7scINjDU13FTbCakH7bf2E,https://api.spotify.com/v1/tracks/7scINjDU13FTbCakH7bf2E,https://api.spotify.com/v1/audio-analysis/7scINjDU13FTbCakH7bf2E,191976.0,4.0,afrobeats
2BhfY4dhveCwOkr4pUbSvo,She Knows,0.808,0.567,8.0,-8.322,1.0,0.188,0.248,9.06e-06,0.152,0.473,107.946,audio_features,2BhfY4dhveCwOkr4pUbSvo,spotify:track:2BhfY4dhveCwOkr4pUbSvo,https://api.spotify.com/v1/tracks/2BhfY4dhveCwOkr4pUbSvo,https://api.spotify.com/v1/audio-analysis/2BhfY4dhveCwOkr4pUbSvo,198333.0,4.0,afrobeats
0tBpxTpcKDamZkjfHqVCEC,Tinkerbell (feat. Wizkid),0.736,0.715,5.0,-3.019,1.0,0.112,0.626,0.0,0.137,0.706,96.11,audio_features,0tBpxTpcKDamZkjfHqVCEC,spotify:track:0tBpxTpcKDamZkjfHqVCEC,https://api.spotify.com/v1/tracks/0tBpxTpcKDamZkjfHqVCEC,https://api.spotify.com/v1/audio-analysis/0tBpxTpcKDamZkjfHqVCEC,183500.0,4.0,afrobeats
6NPGARxLviKCfERFuSMiaO,CLOUD 9,0.818,0.678,1.0,-6.437,1.0,0.0903,0.618,0.00258,0.0858,0.789,102.021,audio_features,6NPGARxLviKCfERFuSMiaO,spotify:track:6NPGARxLviKCfERFuSMiaO,https://api.spotify.com/v1/tracks/6NPGARxLviKCfERFuSMiaO,https://api.spotify.com/v1/audio-analysis/6NPGARxLviKCfERFuSMiaO,188824.0,4.0,afrobeats
1VV6ihPD5H2PwxmclzTiqf,Show You,0.597,0.485,3.0,-5.426,0.0,0.107,0.651,0.000269,0.0832,0.404,196.063,audio_features,1VV6ihPD5H2PwxmclzTiqf,spotify:track:1VV6ihPD5H2PwxmclzTiqf,https://api.spotify.com/v1/tracks/1VV6ihPD5H2PwxmclzTiqf,https://api.spotify.com/v1/audio-analysis/1VV6ihPD5H2PwxmclzTiqf,161633.0,4.0,afrobeats
37tewmLw73IKcMq7tECcm5,Come Alive,0.664,0.568,5.0,-5.404,0.0,0.123,0.227,3.65e-06,0.146,0.544,114.085,audio_features,37tewmLw73IKcMq7tECcm5,spotify:track:37tewmLw73IKcMq7tECcm5,https://api.spotify.com/v1/tracks/37tewmLw73IKcMq7tECcm5,https://api.spotify.com/v1/audio-analysis/37tewmLw73IKcMq7tECcm5,183158.0,4.0,afrobeats
4oEVgOzrNz4d6pr8oeXba8,Tuachane,0.664,0.367,8.0,-17.116,1.0,0.0338,0.0261,9.43e-05,0.18,0.554,100.058,audio_features,4oEVgOzrNz4d6pr8oeXba8,spotify:track:4oEVgOzrNz4d6pr8oeXba8,https://api.spotify.com/v1/tracks/4oEVgOzrNz4d6pr8oeXba8,https://api.spotify.com/v1/audio-analysis/4oEVgOzrNz4d6pr8oeXba8,165875.0,4.0,afrobeats
0MWpUCHsTMhFKzRn9fbKeN,Love Anybody,0.765,0.519,6.0,-7.771,1.0,0.0333,0.405,0.000367,0.097,0.728,97.009,audio_features,0MWpUCHsTMhFKzRn9fbKeN,spotify:track:0MWpUCHsTMhFKzRn9fbKeN,https://api.spotify.com/v1/tracks/0MWpUCHsTMhFKzRn9fbKeN,https://api.spotify.com/v1/audio-analysis/0MWpUCHsTMhFKzRn9fbKeN,199079.0,4.0,afrobeats
2BcTet0ORJtZt0s0xFcz51,Lon'so,0.679,0.488,9.0,-11.645,0.0,0.2,0.204,0.0421,0.0867,0.954,76.839,audio_features,2BcTet0ORJtZt0s0xFcz51,spotify:track:2BcTet0ORJtZt0s0xFcz51,https://api.spotify.com/v1/tracks/2BcTet0ORJtZt0s0xFcz51,https://api.spotify.com/v1/audio-analysis/2BcTet0ORJtZt0s0xFcz51,186818.0,5.0,afrobeats
2dFqK2ZkYB9Xc47gr3xXWl,Replay,0.613,0.549,9.0,-8.187,1.0,0.231,0.097,0.0,0.116,0.78,123.879,audio_features,2dFqK2ZkYB9Xc47gr3xXWl,spotify:track:2dFqK2ZkYB9Xc47gr3xXWl,https://api.spotify.com/v1/tracks/2dFqK2ZkYB9Xc47gr3xXWl,https://api.spotify.com/v1/audio-analysis/2dFqK2ZkYB9Xc47gr3xXWl,180000.0,5.0,afrobeats
5m1QMupepXsHC4SKO8Uk5C,419ER,0.829,0.879,10.0,-6.691,0.0,0.0566,0.0183,0.085,0.0957,0.858,121.033,audio_features,5m1QMupepXsHC4SKO8Uk5C,spotify:track:5m1QMupepXsHC4SKO8Uk5C,https://api.spotify.com/v1/tracks/5m1QMupepXsHC4SKO8Uk5C,https://api.spotify.com/v1/audio-analysis/5m1QMupepXsHC4SKO8Uk5C,178512.0,4.0,afrobeats
3hkaH27IMdL4BDvgQRrBfH,Healing,0.68,0.494,10.0,-12.423,1.0,0.393,0.525,3.18e-06,0.158,0.778,108.103,audio_features,3hkaH27IMdL4BDvgQRrBfH,spotify:track:3hkaH27IMdL4BDvgQRrBfH,https://api.spotify.com/v1/tracks/3hkaH27IMdL4BDvgQRrBfH,https://api.spotify.com/v1/audio-analysis/3hkaH27IMdL4BDvgQRrBfH,197778.0,4.0,afrobeats
28Gos23Lp8efBS5B9uYD6A,Killa,0.834,0.636,10.0,-6.709,0.0,0.056,0.423,0.00175,0.0522,0.888,120.008,audio_features,28Gos23Lp8efBS5B9uYD6A,spotify:track:28Gos23Lp8efBS5B9uYD6A,https://api.spotify.com/v1/tracks/28Gos23Lp8efBS5B9uYD6A,https://api.spotify.com/v1/audio-analysis/28Gos23Lp8efBS5B9uYD6A,156029.0,5.0,afrobeats
7u0z6FcJDqkZwdpqAqUzmO,Vibration,0.791,0.828,11.0,-6.908,1.0,0.0477,0.466,1.17e-05,0.109,0.883,103.983,audio_features,7u0z6FcJDqkZwdpqAqUzmO,spotify:track:7u0z6FcJDqkZwdpqAqUzmO,https://api.spotify.com/v1/tracks/7u0z6FcJDqkZwdpqAqUzmO,https://api.spotify.com/v1/audio-analysis/7u0z6FcJDqkZwdpqAqUzmO,198462.0,4.0,afrobeats
5nUiz96J8ZSmwoSuL4sGvh,Gum Body (feat. Jorja Smith),0.747,0.624,2.0,-5.532,1.0,0.0864,0.182,0.0,0.0864,0.756,97.053,audio_features,5nUiz96J8ZSmwoSuL4sGvh,spotify:track:5nUiz96J8ZSmwoSuL4sGvh,https://api.spotify.com/v1/tracks/5nUiz96J8ZSmwoSuL4sGvh,https://api.spotify.com/v1/audio-analysis/5nUiz96J8ZSmwoSuL4sGvh,195074.0,4.0,afrobeats
6eXwdPRTU2K6Z8PbOgSkzM,Make Sense (feat. Wizkid),0.832,0.5,2.0,-11.076,0.0,0.085,0.2,4.09e-05,0.0851,0.629,101.987,audio_features,6eXwdPRTU2K6Z8PbOgSkzM,spotify:track:6eXwdPRTU2K6Z8PbOgSkzM,https://api.spotify.com/v1/tracks/6eXwdPRTU2K6Z8PbOgSkzM,https://api.spotify.com/v1/audio-analysis/6eXwdPRTU2K6Z8PbOgSkzM,161043.0,4.0,afrobeats
0HRmd1drCEQWFYdm4BgI5w,Dis Love,0.598,0.696,0.0,-4.281,0.0,0.195,0.194,0.00108,0.104,0.96,99.827,audio_features,0HRmd1drCEQWFYdm4BgI5w,spotify:track:0HRmd1drCEQWFYdm4BgI5w,https://api.spotify.com/v1/tracks/0HRmd1drCEQWFYdm4BgI5w,https://api.spotify.com/v1/audio-analysis/0HRmd1drCEQWFYdm4BgI5w,158433.0,4.0,afrobeats
6J2EBGI2Hl8XzU8OduqksN,Bomb,0.871,0.599,7.0,-4.851,1.0,0.187,0.241,0.000109,0.0976,0.899,100.017,audio_features,6J2EBGI2Hl8XzU8OduqksN,spotify:track:6J2EBGI2Hl8XzU8OduqksN,https://api.spotify.com/v1/tracks/6J2EBGI2Hl8XzU8OduqksN,https://api.spotify.com/v1/audio-analysis/6J2EBGI2Hl8XzU8OduqksN,146757.0,4.0,afrobeats
5Mg5kfEzI7stnjNoXHyaUC,umoya,0.427,0.391,1.0,-14.873,1.0,0.0438,0.201,0.0466,0.112,0.355,169.942,audio_features,5Mg5kfEzI7stnjNoXHyaUC,spotify:track:5Mg5kfEzI7stnjNoXHyaUC,https://api.spotify.com/v1/tracks/5Mg5kfEzI7stnjNoXHyaUC,https://api.spotify.com/v1/audio-analysis/5Mg5kfEzI7stnjNoXHyaUC,271018.0,4.0,afrobeats
1QY0fQKja9rxjR4UeJfFwv,Right Now,0.923,0.384,10.0,-11.126,0.0,0.0717,0.151,0.00453,0.102,0.656,105.045,audio_features,1QY0fQKja9rxjR4UeJfFwv,spotify:track:1QY0fQKja9rxjR4UeJfFwv,https://api.spotify.com/v1/tracks/1QY0fQKja9rxjR4UeJfFwv,https://api.spotify.com/v1/audio-analysis/1QY0fQKja9rxjR4UeJfFwv,192078.0,4.0,afrobeats
2O9MGvPVJMy42uqjCn9cFX,Julie,0.745,0.807,0.0,-7.337,1.0,0.0494,0.397,0.128,0.366,0.689,115.013,audio_features,2O9MGvPVJMy42uqjCn9cFX,spotify:track:2O9MGvPVJMy42uqjCn9cFX,https://api.spotify.com/v1/tracks/2O9MGvPVJMy42uqjCn9cFX,https://api.spotify.com/v1/audio-analysis/2O9MGvPVJMy42uqjCn9cFX,162840.0,4.0,afrobeats
5SI26lRDGMBKTFBCH2Ujt1,Bounce It,0.627,0.726,8.0,-6.9,0.0,0.144,0.0516,0.0,0.332,0.497,100.238,audio_features,5SI26lRDGMBKTFBCH2Ujt1,spotify:track:5SI26lRDGMBKTFBCH2Ujt1,https://api.spotify.com/v1/tracks/5SI26lRDGMBKTFBCH2Ujt1,https://api.spotify.com/v1/audio-analysis/5SI26lRDGMBKTFBCH2Ujt1,168000.0,4.0,afrobeats
28TJlIhtnayc16GHjLvBtL,Time,0.617,0.807,8.0,-2.562,0.0,0.0498,0.353,1.99e-06,0.108,0.712,180.073,audio_features,28TJlIhtnayc16GHjLvBtL,spotify:track:28TJlIhtnayc16GHjLvBtL,https://api.spotify.com/v1/tracks/28TJlIhtnayc16GHjLvBtL,https://api.spotify.com/v1/audio-analysis/28TJlIhtnayc16GHjLvBtL,151298.0,4.0,afrobeats
7GaINYnK7jtO2Oy4sLkztL,Luv Badgals,0.821,0.574,11.0,-7.698,0.0,0.126,0.194,0.0238,0.0953,0.718,95.01,audio_features,7GaINYnK7jtO2Oy4sLkztL,spotify:track:7GaINYnK7jtO2Oy4sLkztL,https://api.spotify.com/v1/tracks/7GaINYnK7jtO2Oy4sLkztL,https://api.spotify.com/v1/audio-analysis/7GaINYnK7jtO2Oy4sLkztL,174594.0,4.0,afrobeats
1HfFQ7ndoIMrX6eosJRzZ1,She Say,0.654,0.657,9.0,-3.118,1.0,0.0575,0.38,1.77e-06,0.393,0.45,133.148,audio_features,1HfFQ7ndoIMrX6eosJRzZ1,spotify:track:1HfFQ7ndoIMrX6eosJRzZ1,https://api.spotify.com/v1/tracks/1HfFQ7ndoIMrX6eosJRzZ1,https://api.spotify.com/v1/audio-analysis/1HfFQ7ndoIMrX6eosJRzZ1,185826.0,5.0,afrobeats
2tVwFqp9J64M5NrvrD7Jqj,234,0.805,0.365,1.0,-11.228,1.0,0.256,0.763,0.00127,0.0944,0.658,102.13,audio_features,2tVwFqp9J64M5NrvrD7Jqj,spotify:track:2tVwFqp9J64M5NrvrD7Jqj,https://api.spotify.com/v1/tracks/2tVwFqp9J64M5NrvrD7Jqj,https://api.spotify.com/v1/audio-analysis/2tVwFqp9J64M5NrvrD7Jqj,115588.0,4.0,afrobeats
1nIhLChEGB8Y2dP7CHt3PN,Foreigner,0.718,0.537,1.0,-7.788,0.0,0.0772,0.246,0.0266,0.113,0.602,100.247,audio_features,1nIhLChEGB8Y2dP7CHt3PN,spotify:track:1nIhLChEGB8Y2dP7CHt3PN,https://api.spotify.com/v1/tracks/1nIhLChEGB8Y2dP7CHt3PN,https://api.spotify.com/v1/audio-analysis/1nIhLChEGB8Y2dP7CHt3PN,234385.0,4.0,afrobeats
4Sm9Jdyi8x683wNx3H630Z,Chocolate,0.931,0.655,10.0,-5.725,0.0,0.224,0.281,0.0,0.167,0.498,114.012,audio_features,4Sm9Jdyi8x683wNx3H630Z,spotify:track:4Sm9Jdyi8x683wNx3H630Z,https://api.spotify.com/v1/tracks/4Sm9Jdyi8x683wNx3H630Z,https://api.spotify.com/v1/audio-analysis/4Sm9Jdyi8x683wNx3H630Z,136075.0,4.0,afrobeats
7wXT3Oc16Q629MOZHKl3NJ,Lady,0.529,0.712,5.0,-6.42,1.0,0.0566,0.309,0.0826,0.0818,0.595,194.057,audio_features,7wXT3Oc16Q629MOZHKl3NJ,spotify:track:7wXT3Oc16Q629MOZHKl3NJ,https://api.spotify.com/v1/tracks/7wXT3Oc16Q629MOZHKl3NJ,https://api.spotify.com/v1/audio-analysis/7wXT3Oc16Q629MOZHKl3NJ,202268.0,4.0,afrobeats
4oOHLldeSQn3WVwcyrN4zm,PRESS,0.707,0.517,7.0,-9.606,0.0,0.196,0.314,1.44e-05,0.112,0.324,99.018,audio_features,4oOHLldeSQn3WVwcyrN4zm,spotify:track:4oOHLldeSQn3WVwcyrN4zm,https://api.spotify.com/v1/tracks/4oOHLldeSQn3WVwcyrN4zm,https://api.spotify.com/v1/audio-analysis/4oOHLldeSQn3WVwcyrN4zm,223030.0,4.0,afrobeats
6tJBebmFkwDHCznVLzjIdc,brush u,0.495,0.527,9.0,-9.204,1.0,0.102,0.646,0.0065,0.222,0.785,120.676,audio_features,6tJBebmFkwDHCznVLzjIdc,spotify:track:6tJBebmFkwDHCznVLzjIdc,https://api.spotify.com/v1/tracks/6tJBebmFkwDHCznVLzjIdc,https://api.spotify.com/v1/audio-analysis/6tJBebmFkwDHCznVLzjIdc,111277.0,5.0,afrobeats
1Hkzl9LeZIrKAUMTz6JEJO,Jeje,0.824,0.636,9.0,-4.833,1.0,0.296,0.225,0.0,0.0768,0.702,97.974,audio_features,1Hkzl9LeZIrKAUMTz6JEJO,spotify:track:1Hkzl9LeZIrKAUMTz6JEJO,https://api.spotify.com/v1/tracks/1Hkzl9LeZIrKAUMTz6JEJO,https://api.spotify.com/v1/audio-analysis/1Hkzl9LeZIrKAUMTz6JEJO,199373.0,4.0,afrobeats
2pPh2jjCqiIDjGdwMMsPQ1,Sugarcane,0.712,0.713,8.0,-5.497,1.0,0.113,0.414,0.000539,0.123,0.547,202.027,audio_features,2pPh2jjCqiIDjGdwMMsPQ1,spotify:track:2pPh2jjCqiIDjGdwMMsPQ1,https://api.spotify.com/v1/tracks/2pPh2jjCqiIDjGdwMMsPQ1,https://api.spotify.com/v1/audio-analysis/2pPh2jjCqiIDjGdwMMsPQ1,156781.0,4.0,afrobeats
0UUczvIt4oAghLNuY8WSEA,Celebrate,0.802,0.762,6.0,-3.486,0.0,0.0459,0.111,0.000148,0.433,0.801,109.984,audio_features,0UUczvIt4oAghLNuY8WSEA,spotify:track:0UUczvIt4oAghLNuY8WSEA,https://api.spotify.com/v1/tracks/0UUczvIt4oAghLNuY8WSEA,https://api.spotify.com/v1/audio-analysis/0UUczvIt4oAghLNuY8WSEA,148375.0,4.0,afrobeats
6i6wVdyqlRmFCTkNxSzxQz,Game Over,0.806,0.602,2.0,-6.673,0.0,0.0959,0.244,4.06e-05,0.201,0.708,103.018,audio_features,6i6wVdyqlRmFCTkNxSzxQz,spotify:track:6i6wVdyqlRmFCTkNxSzxQz,https://api.spotify.com/v1/tracks/6i6wVdyqlRmFCTkNxSzxQz,https://api.spotify.com/v1/audio-analysis/6i6wVdyqlRmFCTkNxSzxQz,198472.0,4.0,afrobeats
3DvzYWNYYrixsXTXV2t8pA,Touch It - Remix,0.903,0.771,10.0,-2.684,1.0,0.0696,0.167,0.049,0.0707,0.692,95.003,audio_features,3DvzYWNYYrixsXTXV2t8pA,spotify:track:3DvzYWNYYrixsXTXV2t8pA,https://api.spotify.com/v1/tracks/3DvzYWNYYrixsXTXV2t8pA,https://api.spotify.com/v1/audio-analysis/3DvzYWNYYrixsXTXV2t8pA,181974.0,4.0,afrobeats
430qeeo39VnjbC8aXIsEbS,Bunker,0.797,0.757,2.0,-5.187,1.0,0.0375,0.0314,0.0624,0.366,0.678,98.013,audio_features,430qeeo39VnjbC8aXIsEbS,spotify:track:430qeeo39VnjbC8aXIsEbS,https://api.spotify.com/v1/tracks/430qeeo39VnjbC8aXIsEbS,https://api.spotify.com/v1/audio-analysis/430qeeo39VnjbC8aXIsEbS,164847.0,4.0,afrobeats
0l0aDiPRoexmDiJum6ZycI,Eboso,0.814,0.663,6.0,-5.542,1.0,0.0324,0.0481,2.17e-05,0.0818,0.951,108.008,audio_features,0l0aDiPRoexmDiJum6ZycI,spotify:track:0l0aDiPRoexmDiJum6ZycI,https://api.spotify.com/v1/tracks/0l0aDiPRoexmDiJum6ZycI,https://api.spotify.com/v1/audio-analysis/0l0aDiPRoexmDiJum6ZycI,186667.0,4.0,afrobeats
45JfxtSUnkb9e4r0MBYqfK,Je M'appelle (feat. DaVido),0.734,0.65,5.0,-6.771,1.0,0.0919,0.512,0.0,0.0837,0.801,115.035,audio_features,45JfxtSUnkb9e4r0MBYqfK,spotify:track:45JfxtSUnkb9e4r0MBYqfK,https://api.spotify.com/v1/tracks/45JfxtSUnkb9e4r0MBYqfK,https://api.spotify.com/v1/audio-analysis/45JfxtSUnkb9e4r0MBYqfK,164000.0,4.0,afrobeats
10NOvoXPRamt2V5pBD3Zwo,Stubborn Academy,0.889,0.804,7.0,-4.357,1.0,0.165,0.314,0.000237,0.0613,0.827,130.038,audio_features,10NOvoXPRamt2V5pBD3Zwo,spotify:track:10NOvoXPRamt2V5pBD3Zwo,https://api.spotify.com/v1/tracks/10NOvoXPRamt2V5pBD3Zwo,https://api.spotify.com/v1/audio-analysis/10NOvoXPRamt2V5pBD3Zwo,180918.0,4.0,afrobeats
4lzWu0lHUWhiRV9egR0i2c,Holy F4k,0.867,0.575,5.0,-7.502,1.0,0.385,0.467,7.07e-05,0.109,0.775,139.983,audio_features,4lzWu0lHUWhiRV9egR0i2c,spotify:track:4lzWu0lHUWhiRV9egR0i2c,https://api.spotify.com/v1/tracks/4lzWu0lHUWhiRV9egR0i2c,https://api.spotify.com/v1/audio-analysis/4lzWu0lHUWhiRV9egR0i2c,195429.0,4.0,afrobeats
0C4jcufCTecgBfTDmabY6q,Along The Way,0.833,0.608,11.0,-6.037,0.0,0.097,0.207,0.213,0.104,0.323,99.979,audio_features,0C4jcufCTecgBfTDmabY6q,spotify:track:0C4jcufCTecgBfTDmabY6q,https://api.spotify.com/v1/tracks/0C4jcufCTecgBfTDmabY6q,https://api.spotify.com/v1/audio-analysis/0C4jcufCTecgBfTDmabY6q,156000.0,4.0,afrobeats
29tVTwzlKudGYkLOzbjAD3,NEED ME,0.437,0.445,9.0,-5.716,0.0,0.0637,0.358,0.021,0.143,0.306,199.693,audio_features,29tVTwzlKudGYkLOzbjAD3,spotify:track:29tVTwzlKudGYkLOzbjAD3,https://api.spotify.com/v1/tracks/29tVTwzlKudGYkLOzbjAD3,https://api.spotify.com/v1/audio-analysis/29tVTwzlKudGYkLOzbjAD3,192000.0,4.0,afrobeats
6mjpXDsEIh9EeS3nDvlN4n,Caro,0.569,0.727,9.0,-7.259,0.0,0.0988,0.362,0.0616,0.11,0.509,101.059,audio_features,6mjpXDsEIh9EeS3nDvlN4n,spotify:track:6mjpXDsEIh9EeS3nDvlN4n,https://api.spotify.com/v1/tracks/6mjpXDsEIh9EeS3nDvlN4n,https://api.spotify.com/v1/audio-analysis/6mjpXDsEIh9EeS3nDvlN4n,227808.0,4.0,afrobeats
4whEqsp6wftlQKNZI2Rbul,Jealousy (feat. Boomski Radio),0.814,0.625,0.0,-5.596,0.0,0.0668,0.229,1.17e-05,0.171,0.504,97.992,audio_features,4whEqsp6wftlQKNZI2Rbul,spotify:track:4whEqsp6wftlQKNZI2Rbul,https://api.spotify.com/v1/tracks/4whEqsp6wftlQKNZI2Rbul,https://api.spotify.com/v1/audio-analysis/4whEqsp6wftlQKNZI2Rbul,191020.0,4.0,afrobeats
2fMtRigMAdE6hXHm2WrzlQ,My Size,0.889,0.449,0.0,-8.334,1.0,0.264,0.233,2.74e-06,0.185,0.577,101.037,audio_features,2fMtRigMAdE6hXHm2WrzlQ,spotify:track:2fMtRigMAdE6hXHm2WrzlQ,https://api.spotify.com/v1/tracks/2fMtRigMAdE6hXHm2WrzlQ,https://api.spotify.com/v1/audio-analysis/2fMtRigMAdE6hXHm2WrzlQ,225768.0,4.0,afrobeats
2vYDb94EDFuvSW3lLJpsrI,Nukedzor (What's Up),0.6,0.655,11.0,-6.197,0.0,0.171,0.724,3.22e-06,0.194,0.781,105.018,audio_features,2vYDb94EDFuvSW3lLJpsrI,spotify:track:2vYDb94EDFuvSW3lLJpsrI,https://api.spotify.com/v1/tracks/2vYDb94EDFuvSW3lLJpsrI,https://api.spotify.com/v1/audio-analysis/2vYDb94EDFuvSW3lLJpsrI,229118.0,4.0,afrobeats
274ft6vrTxs0HnlKRp4PbF,Abodie,0.751,0.739,5.0,-7.176,1.0,0.0391,0.245,2.08e-05,0.111,0.89,141.974,audio_features,274ft6vrTxs0HnlKRp4PbF,spotify:track:274ft6vrTxs0HnlKRp4PbF,https://api.spotify.com/v1/tracks/274ft6vrTxs0HnlKRp4PbF,https://api.spotify.com/v1/audio-analysis/274ft6vrTxs0HnlKRp4PbF,216000.0,4.0,afrobeats
